VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO
20.9,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2024,22,DEPARTAMENTO,SAN MARTÍN
20.5,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2024,25,DEPARTAMENTO,UCAYALI
19.7,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2024,1599,DEPARTAMENTO,REGIÓN LIMA
19,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2024,19,DEPARTAMENTO,PASCO
18.1,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2024,1,DEPARTAMENTO,AMAZONAS
17.6,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2024,2,DEPARTAMENTO,ÁNCASH
16.9,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2024,14,DEPARTAMENTO,LAMBAYEQUE
16.3,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2024,24,DEPARTAMENTO,TUMBES
14.6,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2024,10,DEPARTAMENTO,HUÁNUCO
14.1,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2024,6,DEPARTAMENTO,CAJAMARCA
22,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2013,0,NACIONAL,NACIONAL
28.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2013,23,DEPARTAMENTO,TACNA
27.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2013,8,DEPARTAMENTO,CUSCO
26.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2013,21,DEPARTAMENTO,PUNO
26.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2013,12,DEPARTAMENTO,JUNÍN
25.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2013,1501,DEPARTAMENTO,LIMA METROPOLITANA
24.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2013,4,DEPARTAMENTO,AREQUIPA
23.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2013,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
22.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2013,9,DEPARTAMENTO,HUANCAVELICA
20.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2013,3,DEPARTAMENTO,APURÍMAC
20.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2013,24,DEPARTAMENTO,TUMBES
19.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2013,5,DEPARTAMENTO,AYACUCHO
19.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2013,18,DEPARTAMENTO,MOQUEGUA
18.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2013,2,DEPARTAMENTO,ÁNCASH
18.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2013,19,DEPARTAMENTO,PASCO
18.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2013,13,DEPARTAMENTO,LA LIBERTAD
18.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2013,10,DEPARTAMENTO,HUÁNUCO
18.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2013,20,DEPARTAMENTO,PIURA
17.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2013,14,DEPARTAMENTO,LAMBAYEQUE
16.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2013,11,DEPARTAMENTO,ICA
16.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2013,1599,DEPARTAMENTO,REGIÓN LIMA
15.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2013,16,DEPARTAMENTO,LORETO
15.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2013,6,DEPARTAMENTO,CAJAMARCA
14.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2013,17,DEPARTAMENTO,MADRE DE DIOS
14.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2013,25,DEPARTAMENTO,UCAYALI
8.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2013,1,DEPARTAMENTO,AMAZONAS
7.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2013,22,DEPARTAMENTO,SAN MARTÍN
20.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2014,0,NACIONAL,NACIONAL
27.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2014,21,DEPARTAMENTO,PUNO
26.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2014,12,DEPARTAMENTO,JUNÍN
26.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2014,23,DEPARTAMENTO,TACNA
23.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2014,1501,DEPARTAMENTO,LIMA METROPOLITANA
23.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2014,4,DEPARTAMENTO,AREQUIPA
23.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2014,8,DEPARTAMENTO,CUSCO
20.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2014,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
18.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2014,9,DEPARTAMENTO,HUANCAVELICA
18.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2014,13,DEPARTAMENTO,LA LIBERTAD
17.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2014,1599,DEPARTAMENTO,REGIÓN LIMA
17.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2014,10,DEPARTAMENTO,HUÁNUCO
17.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2014,19,DEPARTAMENTO,PASCO
17,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2014,3,DEPARTAMENTO,APURÍMAC
16.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2014,14,DEPARTAMENTO,LAMBAYEQUE
16.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2014,2,DEPARTAMENTO,ÁNCASH
16.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2014,17,DEPARTAMENTO,MADRE DE DIOS
16.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2014,5,DEPARTAMENTO,AYACUCHO
15.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2014,24,DEPARTAMENTO,TUMBES
15.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2014,6,DEPARTAMENTO,CAJAMARCA
14.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2014,20,DEPARTAMENTO,PIURA
14.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2014,11,DEPARTAMENTO,ICA
14.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2014,18,DEPARTAMENTO,MOQUEGUA
14.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2014,16,DEPARTAMENTO,LORETO
12.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2014,25,DEPARTAMENTO,UCAYALI
7.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2014,1,DEPARTAMENTO,AMAZONAS
6.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2014,22,DEPARTAMENTO,SAN MARTÍN
19.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2015,0,NACIONAL,NACIONAL
29.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2015,21,DEPARTAMENTO,PUNO
24.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2015,8,DEPARTAMENTO,CUSCO
23.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2015,12,DEPARTAMENTO,JUNÍN
23.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2015,23,DEPARTAMENTO,TACNA
23,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2015,4,DEPARTAMENTO,AREQUIPA
22.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2015,1501,DEPARTAMENTO,LIMA METROPOLITANA
21.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2015,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
19,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2015,9,DEPARTAMENTO,HUANCAVELICA
18.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2015,13,DEPARTAMENTO,LA LIBERTAD
17.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2015,14,DEPARTAMENTO,LAMBAYEQUE
17.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2015,5,DEPARTAMENTO,AYACUCHO
17.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2015,3,DEPARTAMENTO,APURÍMAC
16.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2015,2,DEPARTAMENTO,ÁNCASH
16.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2015,20,DEPARTAMENTO,PIURA
15.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2015,10,DEPARTAMENTO,HUÁNUCO
15.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2015,1599,DEPARTAMENTO,REGIÓN LIMA
15.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2015,19,DEPARTAMENTO,PASCO
15.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2015,18,DEPARTAMENTO,MOQUEGUA
15.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2015,17,DEPARTAMENTO,MADRE DE DIOS
14.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2015,11,DEPARTAMENTO,ICA
13.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2015,24,DEPARTAMENTO,TUMBES
12.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2015,16,DEPARTAMENTO,LORETO
12,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2015,6,DEPARTAMENTO,CAJAMARCA
10.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2015,25,DEPARTAMENTO,UCAYALI
6.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2015,1,DEPARTAMENTO,AMAZONAS
5.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2015,22,DEPARTAMENTO,SAN MARTÍN
18,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2016,0,NACIONAL,NACIONAL
29.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2016,8,DEPARTAMENTO,CUSCO
24.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2016,12,DEPARTAMENTO,JUNÍN
24.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2016,21,DEPARTAMENTO,PUNO
21.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2016,5,DEPARTAMENTO,AYACUCHO
21.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2016,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
21.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2016,23,DEPARTAMENTO,TACNA
20.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2016,1501,DEPARTAMENTO,LIMA METROPOLITANA
20,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2016,9,DEPARTAMENTO,HUANCAVELICA
19.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2016,4,DEPARTAMENTO,AREQUIPA
16.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2016,17,DEPARTAMENTO,MADRE DE DIOS
15.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2016,13,DEPARTAMENTO,LA LIBERTAD
15.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2016,1599,DEPARTAMENTO,REGIÓN LIMA
14.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2016,19,DEPARTAMENTO,PASCO
14.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2016,3,DEPARTAMENTO,APURÍMAC
14.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2016,14,DEPARTAMENTO,LAMBAYEQUE
13.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2016,10,DEPARTAMENTO,HUÁNUCO
13.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2016,6,DEPARTAMENTO,CAJAMARCA
13,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2016,11,DEPARTAMENTO,ICA
12.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2016,20,DEPARTAMENTO,PIURA
12.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2016,2,DEPARTAMENTO,ÁNCASH
12,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2016,16,DEPARTAMENTO,LORETO
11.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2016,24,DEPARTAMENTO,TUMBES
10.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2016,18,DEPARTAMENTO,MOQUEGUA
10.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2016,25,DEPARTAMENTO,UCAYALI
7.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2016,1,DEPARTAMENTO,AMAZONAS
5.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2016,22,DEPARTAMENTO,SAN MARTÍN
17.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2017,0,NACIONAL,NACIONAL
26.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2017,23,DEPARTAMENTO,TACNA
23.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2017,8,DEPARTAMENTO,CUSCO
22.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2017,21,DEPARTAMENTO,PUNO
21.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2017,12,DEPARTAMENTO,JUNÍN
20.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2017,1501,DEPARTAMENTO,LIMA METROPOLITANA
20.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2017,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
18.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2017,4,DEPARTAMENTO,AREQUIPA
18.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2017,5,DEPARTAMENTO,AYACUCHO
16,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2017,17,DEPARTAMENTO,MADRE DE DIOS
15.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2017,13,DEPARTAMENTO,LA LIBERTAD
14.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2017,9,DEPARTAMENTO,HUANCAVELICA
14,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2017,14,DEPARTAMENTO,LAMBAYEQUE
13.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2017,1599,DEPARTAMENTO,REGIÓN LIMA
13.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2017,3,DEPARTAMENTO,APURÍMAC
12,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2017,19,DEPARTAMENTO,PASCO
11.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2017,20,DEPARTAMENTO,PIURA
11.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2017,24,DEPARTAMENTO,TUMBES
11.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2017,6,DEPARTAMENTO,CAJAMARCA
11,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2017,11,DEPARTAMENTO,ICA
